Context,Question,Label
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","কি, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।"," অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র,নির্অপ্রাসঙ্গিকভাবে পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা,  আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে ধমনী ইত্যাদির অবস্থা অবলােকন কি,মানবদেহের করে  রােগ নির্ণয় করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, কি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র এক্সরে, কি,করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয়  এন্ডােস্কোপি ইত্যাদির মাধ্যমে , শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, কি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","কি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়,অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, এক্সরে, আলট্রাসনােগ্রাফি,  শিরা, ধমনী ইত্যাদির অবস্থা  করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, কি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, ধমনী ইত্যাদির অবস্থা অবলােকন করে রােগ নির্ণয় করা নির্অপ্রাসঙ্গিকভাবে বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা,  আলট্রাসনােগ্রাফি, কি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস,যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের কোথাকার হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।",", ফুসফুস, বৃহদন্ত্র,অভ্যন্তরস্থ হাড় নির্ণয় করা অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে পাকস্থলী, ধমনী ইত্যাদির  রােগ এক্সরে উদর, ক্ষুদ্রান্ত্র, শিরা, , আলট্রাসনােগ্রাফি, কি ইত্যাদির মাধ্যমে মানবদেহের  যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ কি, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।"," অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ এক্সরে, , বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ কি, ফুসফুস নির্ণয় করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, কি, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।"," ক্ষুদ্রান্ত্র, শিরা,এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে  আলট্রাসনােগ্রাফি,  হাড়, কি, বৃহদন্ত্র, পাকস্থলী, উদর, রােগ এক্সরে নির্ণয় করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, কি, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।"," অভ্যন্তরস্থ হাড়, ফুসফুস,উদর, ক্ষুদ্রান্ত্র,অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ শিরা, ধমনী কি,এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের পাকস্থলী,  ইত্যাদির অবস্থা  নির্ণয় করা যায়?",অপ্রাসঙ্গিক
"স্কিনমােম্যানােমিটার রক্তচাপ মাপার যন্ত্র। এর মাধ্যমে পালসবিট নির্ণয় করে বেরিয়ে যায় রক্তচাপের পরিমাপ। এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, উদর, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্replaceভাবে রােগ নির্ণয় করা যায়। ফাইবার অপটিক সংবলিত বিভিন্ন যন্ত্রের সাহায্যে ক্যান্সার নির্ণয়ও আজ আর জটিল কিছু নয়। সিটিস্ক্যান ও এম আর আই-এর মাধ্যমে নির্ণয় করা যায় মস্তিষ্কের যেকোনাে ধরনের রােগ— ব্রেইন টিউমার থেকে শুরু করে ক্ষুদ্রাতিক্ষুদ্র নানা সমস্যা। ইসিজি ও ইকো মেশিনের মাধ্যমে বেরিয়ে আসে হৃদযন্ত্রের সমস্যা। হৃদযন্ত্রের রক্তনালীর রােগ নির্ণয় করা যায় এনজিওগ্রাম করে।","এক্সরে, আলট্রাসনােগ্রাফি, এন্ডােস্কোপি ইত্যাদির মাধ্যমে মানবদেহের অভ্যন্তরস্থ হাড়, ফুসফুস, বৃহদন্ত্র, পাকস্থলী, কি, ক্ষুদ্রান্ত্র, শিরা, ধমনী ইত্যাদির অবস্থা অবলােকন করে নির্অপ্রাসঙ্গিকভাবে রােগ নির্ণয় করা যায়?",প্রাসঙ্গিক
